x,Pdis
-29.55532876407765,-8.517193191416238
-29.05532876407765,-7.600902459542082
-28.55532876407765,-6.907755278982137
-28.05532876407765,-7.264430222920869
-27.55532876407765,
-27.05532876407765,
-26.55532876407765,-8.517193191416238
-26.05532876407765,
-25.55532876407765,
-25.05532876407765,
-24.55532876407765,
-24.05532876407765,
-23.55532876407765,
-23.05532876407765,
-22.55532876407765,
-22.05532876407765,
-21.55532876407765,
-21.05532876407765,
-20.55532876407765,
-20.05532876407765,
-19.55532876407765,
-19.05532876407765,
-18.55532876407765,
-18.05532876407765,
-17.55532876407765,
-17.05532876407765,
-16.55532876407765,
-16.05532876407765,
-15.55532876407765,
-15.05532876407765,
-14.55532876407765,
-14.05532876407765,
-13.55532876407765,
-13.05532876407765,
-12.55532876407765,
-12.05532876407765,
-11.55532876407765,
-11.05532876407765,
-10.55532876407765,
-10.05532876407765,
-9.55532876407765,
-9.05532876407765,
-8.55532876407765,
-8.05532876407765,
-7.55532876407765,
-7.05532876407765,
-6.55532876407765,
-6.05532876407765,
-5.55532876407765,
-5.05532876407765,-9.210340371976182
-4.55532876407765,-8.517193191416238
-4.05532876407765,-9.210340371976182
-3.5553287640776503,-7.1308988302963465
-3.0553287640776503,-6.812445099177812
-2.5553287640776503,-5.298317366548036
-2.0553287640776503,-3.438899248846167
-1.5553287640776503,-0.5279717826009612
-1.0553287640776503,-1.0010319603292457
-0.5553287640776503,-7.264430222920869
