x2-x1,corr,error
1.0,4.689151757742445,
2.0,2.562778062430058,
3.0,2.476555733881322,
4.0,1.745097327675316,
5.0,1.7423121922084102,
6.0,1.2939794370220798,
7.0,1.3181115454857626,
8.0,1.0636836032807524,
9.0,1.095337106353995,
10.0,0.6407311154678409,0.0060540256980587
11.0,0.6001708765273788,0.008295559163224943
12.0,0.5387640511542547,0.005921175256622729
13.0,0.5090794421615524,0.007686028860156069
14.0,0.46239172279636825,0.005447462279065712
15.0,0.4401335801161257,0.006845243849323359
16.0,0.4046645649648274,0.0050119252669813446
17.0,0.388041612618684,0.0065038250749303245
18.0,0.3596150548076839,0.004822584772037815
19.0,0.3466574029402358,0.0064130505871390665
20.0,0.3230896796106475,0.004719273801551313
21.0,0.31280414208997026,0.006196348552488288
22.0,0.2928401590529866,0.004264483544116716
23.0,0.28438940720879674,0.005708576029068556
24.0,0.26777088076023,0.004125355238265307
25.0,0.26113478756892367,0.0055498864340375684
26.0,0.247587918811262,0.004020696554098687
27.0,0.24281298487484562,0.005409219560378859
28.0,0.2304304801501966,0.0037792578223539625
29.0,0.22682217223035417,0.005336658698667375
30.0,0.21628469057942837,0.003672086280034707
31.0,0.21309675135023057,0.005209553108713149
32.0,0.2037941998112617,0.003681882091709028
33.0,0.20135317013392856,0.005232466520703901
34.0,0.1921208943793777,0.003431295801206749
35.0,0.18973205862010162,0.005135648892443407
36.0,0.18139452811090132,0.0034005402830072787
37.0,0.179686694746135,0.005044858656982398
38.0,0.17269616483511102,0.003364795535392536
39.0,0.17143030270017182,0.0047427868426845165
40.0,0.16588552927990136,0.0031043455851308788
