x2-x1,corr,error
1.0,4.424644788813464,
2.0,2.92313028066697,
3.0,2.567288471677742,
4.0,2.1971503418536193,
5.0,1.9956153211278718,
6.0,1.8098897819387527,
7.0,1.6647731986575869,
8.0,1.5527311969062265,
9.0,1.468559588276738,
10.0,1.3743907374902302,0.0020029448226428037
11.0,1.3141880661162466,0.0019502874776874555
12.0,1.2500863493439314,0.0018166386167808028
13.0,1.2052682070711247,0.001919339848979392
14.0,1.157825152277179,0.001873392210456128
15.0,1.1243767057309826,0.0019601462770218463
16.0,1.0880877560260944,0.0019090240697856792
17.0,1.063238122908805,0.0017539857143877681
18.0,1.0354819314313022,0.001398799827069354
19.0,1.016473369613046,0.0014941740479781497
20.0,0.9956917639300651,0.0016294224764126309
21.0,0.982240866648183,0.0013851813539411473
22.0,0.966816989018455,0.0012675088562199158
23.0,0.9581580410043803,0.0012609196401088853
24.0,0.9475590744046649,0.001085392691829512
25.0,0.9428776604392367,0.001237733452699028
26.0,0.9364107475595392,0.0013611768731672514
27.0,0.9358479281412764,0.001548283551321063
28.0,0.933793418279193,0.001472972869556819
