x2-x1,corr,error
1.0,1.61356376740689,
2.0,0.8035852132569263,
3.0,0.6990202701445454,
4.0,0.4940982317806281,
5.0,0.4767465780010933,
6.0,0.36652811727537554,
7.0,0.3424355928062508,
8.0,0.28338413130570805,
9.0,0.2698968882003893,
10.0,0.1674235642095848,0.005067314937882178
11.0,0.15584936544915873,0.006199444860024545
12.0,0.14310939884484056,0.004904837297661701
13.0,0.13704876434984445,0.005934906371675456
14.0,0.13024071125066322,0.00480868727401614
15.0,0.12863618628606704,0.006120755166326603
16.0,0.12577756473396176,0.004886737120465994
