x2-x1,corr,error
1.0,4.464041292320124,
2.0,2.9269464733383628,
3.0,2.5673696302446603,
4.0,2.192350102624003,
5.0,1.9927392904240164,
6.0,1.8120218968275354,
7.0,1.6756841051213267,
8.0,1.5559027224377535,
9.0,1.4712495312843898,
10.0,1.3812497185716561,0.001968401922936133
11.0,1.3209872646517922,0.0019597308203954627
12.0,1.2567056354237718,0.0020118104468499313
13.0,1.2115857232686653,0.0021614220868142447
14.0,1.1639822109880564,0.0020676639375080616
15.0,1.130180029466265,0.002222939019614515
16.0,1.094120561928946,0.0022522968897287342
17.0,1.069232134855632,0.002073174994907001
18.0,1.0412831385794206,0.001826040866848585
19.0,1.0222547069639591,0.0018524102730023335
20.0,1.0012479634881954,0.0018014568692963908
21.0,0.9872755824627782,0.0016913077879778182
22.0,0.9716588990883831,0.0016372562478014696
23.0,0.9627402514241936,0.0015001792568142068
24.0,0.9517272856889181,0.0013220745827161385
25.0,0.9466382689994528,0.0013026500399063595
26.0,0.9401437658068388,0.001418622567894436
27.0,0.9394830485963425,0.0016572465211024325
28.0,0.9372164048875004,0.0017152494555671542
