x2-x1,corr,error
1.0,4.435557367572886,
2.0,2.9548709838042697,
3.0,2.609175501063045,
4.0,2.2518365538837273,
5.0,2.0617636343981895,
6.0,1.8779858781039895,
7.0,1.7467067802686167,
8.0,1.6486151898066053,
9.0,1.571135719795087,
10.0,1.5029554025514862,0.0024252499661142858
11.0,1.461867160067876,0.0025865019648770764
12.0,1.4160111804530786,0.002556066009216295
13.0,1.3944978213305,0.0024106752013475503
14.0,1.3685151174116352,0.0020399062405807825
15.0,1.3626651360267197,0.0023572216422048558
16.0,1.3528732389382576,0.0022775815803400042
