x2-x1,corr,error
1.0,4.400151798050805,
2.0,2.897359734437725,
3.0,2.541159551517469,
4.0,2.1690281529870603,
5.0,1.9663323061381421,
6.0,1.7748889076552166,
7.0,1.6310170789828995,
8.0,1.5210555607909493,
9.0,1.4390353299131828,
10.0,1.330326899948343,0.0019403870734031237
11.0,1.269879661643941,0.0019920082892168622
12.0,1.2053480199858164,0.0019459526634438805
13.0,1.1600908639892884,0.0019949201530427944
14.0,1.1111480624950578,0.0019384367836165787
15.0,1.0764961778632915,0.002011896820530465
16.0,1.038937328207701,0.0018254130142951052
17.0,1.0117448220217917,0.0017644637124931526
18.0,0.9817459906516233,0.0016737628272638432
19.0,0.9608158883836174,0.0016472990644454373
20.0,0.9373369626033388,0.0015064914397691336
21.0,0.9209808352450974,0.0014347440565348755
22.0,0.902571270175774,0.0012888964391980125
23.0,0.8899832680027947,0.001283149567620448
24.0,0.8756317586143749,0.0013549324237107268
25.0,0.866857436908143,0.0012707180749382666
26.0,0.8561748398572226,0.0011537952817913233
27.0,0.8500660104676534,0.0011376870533128006
28.0,0.8423367657405497,0.0011727047162471283
29.0,0.8394625259213564,0.00124033105601353
30.0,0.8345972606744889,0.001142013531618828
31.0,0.8337527693663477,0.0011096571612392017
32.0,0.8312989136333834,0.0011619519223788613
