x,Pdis
-30.04301083652943,-8.517193191416238
-29.943010836529428,
-29.843010836529427,
-29.743010836529425,
-29.643010836529424,
-29.543010836529422,
-29.44301083652942,
-29.34301083652942,
-29.243010836529418,-8.517193191416238
-29.143010836529417,
-29.043010836529415,
-28.943010836529414,
-28.843010836529412,-9.210340371976182
-28.74301083652941,
-28.64301083652941,
-28.543010836529408,-9.210340371976182
-28.443010836529407,-9.210340371976182
-28.343010836529405,
-28.243010836529404,
-28.143010836529402,-8.517193191416238
-28.0430108365294,-9.210340371976182
-27.9430108365294,-9.210340371976182
-27.8430108365294,-9.210340371976182
-27.743010836529397,
-27.643010836529395,
-27.543010836529394,
-27.443010836529393,
-27.34301083652939,
-27.24301083652939,-9.210340371976182
-27.14301083652939,
-27.043010836529387,-9.210340371976182
-26.943010836529385,
-26.843010836529384,
-26.743010836529383,
-26.64301083652938,
-26.54301083652938,
-26.44301083652938,
-26.343010836529377,
-26.243010836529375,
-26.143010836529374,
-26.043010836529373,
-25.94301083652937,
-25.84301083652937,
-25.74301083652937,
-25.643010836529367,
-25.543010836529366,
-25.443010836529364,
-25.343010836529363,
-25.24301083652936,
-25.14301083652936,
-25.04301083652936,
-24.943010836529357,
-24.843010836529356,
-24.743010836529354,
-24.643010836529353,
-24.54301083652935,
-24.44301083652935,
-24.34301083652935,
-24.243010836529347,
-24.143010836529346,
-24.043010836529344,
-23.943010836529343,
-23.84301083652934,
-23.74301083652934,
-23.64301083652934,
-23.543010836529337,
-23.443010836529336,
-23.343010836529334,
-23.243010836529333,
-23.14301083652933,
-23.04301083652933,
-22.94301083652933,
-22.843010836529327,
-22.743010836529326,
-22.643010836529324,
-22.543010836529323,
-22.44301083652932,
-22.34301083652932,
-22.24301083652932,
-22.143010836529317,
-22.043010836529316,
-21.943010836529314,
-21.843010836529313,
-21.74301083652931,
-21.64301083652931,
-21.54301083652931,
-21.443010836529307,
-21.343010836529306,
-21.243010836529304,
-21.143010836529303,
-21.0430108365293,
-20.9430108365293,
-20.8430108365293,
-20.743010836529297,
-20.643010836529296,
-20.543010836529294,
-20.443010836529293,
-20.34301083652929,
-20.24301083652929,
-20.14301083652929,
-20.043010836529287,
-19.943010836529286,
-19.843010836529285,
-19.743010836529283,
-19.64301083652928,
-19.54301083652928,
-19.44301083652928,
-19.343010836529277,
-19.243010836529276,
-19.143010836529275,
-19.043010836529273,
-18.94301083652927,
-18.84301083652927,
-18.74301083652927,
-18.643010836529267,
-18.543010836529266,
-18.443010836529265,
-18.343010836529263,
-18.243010836529262,
-18.14301083652926,
-18.04301083652926,
-17.943010836529258,
-17.843010836529256,
-17.743010836529255,
-17.643010836529253,
-17.543010836529252,
-17.44301083652925,
-17.34301083652925,
-17.243010836529248,
-17.143010836529246,
-17.043010836529245,
-16.943010836529243,
-16.843010836529242,
-16.74301083652924,
-16.64301083652924,
-16.543010836529238,
-16.443010836529236,
-16.343010836529235,
-16.243010836529233,
-16.143010836529232,
-16.04301083652923,
-15.94301083652923,
-15.843010836529228,
-15.743010836529226,
-15.643010836529225,
-15.543010836529223,
-15.443010836529222,
-15.34301083652922,
-15.24301083652922,
-15.143010836529218,
-15.043010836529216,
-14.943010836529215,
-14.843010836529213,
-14.743010836529212,
-14.64301083652921,
-14.54301083652921,
-14.443010836529208,
-14.343010836529206,
-14.243010836529205,
-14.143010836529204,
-14.043010836529202,
-13.9430108365292,
-13.8430108365292,
-13.743010836529198,
-13.643010836529196,
-13.543010836529195,
-13.443010836529194,
-13.343010836529192,
-13.24301083652919,
-13.14301083652919,
-13.043010836529188,
-12.943010836529186,
-12.843010836529185,
-12.743010836529184,
-12.643010836529182,
-12.54301083652918,
-12.44301083652918,
-12.343010836529178,
-12.243010836529177,
-12.143010836529175,
-12.043010836529174,
-11.943010836529172,
-11.84301083652917,
-11.74301083652917,
-11.643010836529168,
-11.543010836529167,
-11.443010836529165,
-11.343010836529164,
-11.243010836529162,
-11.143010836529161,
-11.04301083652916,
-10.943010836529158,
-10.843010836529157,
-10.743010836529155,
-10.643010836529154,
-10.543010836529152,
-10.443010836529151,
-10.34301083652915,
-10.243010836529148,
-10.143010836529147,
-10.043010836529145,
-9.943010836529144,
-9.843010836529142,
-9.743010836529141,
-9.64301083652914,
-9.543010836529138,
-9.443010836529137,
-9.343010836529135,
-9.243010836529134,
-9.143010836529132,
-9.043010836529131,
-8.94301083652913,
-8.843010836529128,
-8.743010836529127,
-8.643010836529125,
-8.543010836529124,
-8.443010836529123,
-8.343010836529121,
-8.24301083652912,
-8.143010836529118,
-8.043010836529117,
-7.943010836529115,
-7.843010836529114,-9.210340371976182
-7.743010836529113,
-7.643010836529111,
-7.54301083652911,
-7.443010836529108,
-7.343010836529107,
-7.2430108365291055,
-7.143010836529104,
-7.043010836529103,
-6.943010836529101,
-6.8430108365291,
-6.743010836529098,
-6.643010836529097,
-6.5430108365290955,
-6.443010836529094,
-6.343010836529093,
-6.243010836529091,
-6.14301083652909,
-6.043010836529088,
-5.943010836529087,
-5.843010836529086,
-5.743010836529084,
-5.643010836529083,-9.210340371976182
-5.543010836529081,
-5.44301083652908,
-5.3430108365290785,
-5.243010836529077,-9.210340371976182
-5.143010836529076,
-5.043010836529074,
-4.943010836529073,
-4.843010836529071,-9.210340371976182
-4.74301083652907,-9.210340371976182
-4.6430108365290685,-8.517193191416238
-4.543010836529067,
-4.443010836529066,-8.517193191416238
-4.343010836529064,-8.517193191416238
-4.243010836529063,-8.111728083308073
-4.143010836529061,-7.824046010856292
-4.04301083652906,-7.824046010856292
-3.9430108365290586,-8.111728083308073
-3.843010836529057,-7.264430222920869
-3.7430108365290558,-7.418580902748128
-3.6430108365290543,-6.571283042360924
-3.543010836529053,-6.645391014514646
-3.4430108365290515,-6.074846156047033
-3.34301083652905,-5.991464547107982
-3.2430108365290486,-5.572754212249797
-3.1430108365290472,-5.298317366548036
-3.043010836529046,-5.051457288616511
-2.9430108365290444,-4.55638002181866
-2.843010836529043,-4.179902450583747
-2.7430108365290415,-3.9738984091462335
-2.64301083652904,-3.649658740960655
-2.5430108365290387,-3.3639015969184585
-2.4430108365290373,-3.055482277959765
-2.343010836529036,-2.7806208939370456
-2.2430108365290344,-2.588934720212048
-2.143010836529033,-2.4580699958344407
-2.0430108365290316,-2.2886821878250543
-1.9430108365290302,-2.360214205830682
