x,Pdis
-31.384770305757485,-9.208438564686587
-30.384770305757485,-5.379797168197491
-29.384770305757485,-4.037954569648434
-28.384770305757485,-3.350505410203127
-27.384770305757485,-3.6174515841757295
-26.384770305757485,-3.847146398977161
-25.384770305757485,-4.102493090786006
-24.384770305757485,-4.429315071575057
-23.384770305757485,-4.654561673086046
-22.384770305757485,-4.959943322637227
-21.384770305757485,-5.238146651134465
-20.384770305757485,-5.130901120780867
-19.384770305757485,-5.337237553778696
-18.384770305757485,-5.54487691855694
-17.384770305757485,-5.424248930768325
-16.384770305757485,-5.00374594529562
-15.384770305757485,-4.801719317422333
-14.384770305757485,-4.53560973022468
-13.384770305757485,-4.211226290922472
-12.384770305757485,-3.8012667932264677
-11.384770305757485,-3.475097287788841
-10.384770305757485,-3.03465246078465
-9.384770305757485,-2.6530816728759214
-8.384770305757485,-2.3689621264577436
-7.384770305757485,-2.078340054561009
-6.384770305757485,-2.039858667422551
-5.384770305757485,-2.0553869297491065
-4.384770305757485,-2.451506175439033
-3.3847703057574847,-3.27090235960416
-2.3847703057574847,-4.583465751402316
-1.3847703057574847,-6.500388363584376
-0.3847703057574847,-9.208438564686587
