x,Pdis
-31.384770305757485,-7.600102139371313
-30.384770305757485,-5.258296333223986
-29.384770305757485,-4.109673623981215
-28.384770305757485,-3.447488669025237
-27.384770305757485,-3.704208515873051
-26.384770305757485,-4.050484752590885
-25.384770305757485,-4.219107465026677
-24.384770305757485,-4.430416558693884
-23.384770305757485,-4.7906994440088155
-22.384770305757485,-4.961044809756054
-21.384770305757485,-5.220556005241139
-20.384770305757485,-5.258296333223986
-19.384770305757485,-5.471870433522045
-18.384770305757485,-5.654191990316
-17.384770305757485,-5.990664226937213
-16.384770305757485,-5.380898655316319
-15.384770305757485,-5.149097041258995
-14.384770305757485,-4.634829073302031
-13.384770305757485,-4.185659530959137
-12.384770305757485,-4.050484752590885
-11.384770305757485,-3.5891391860882638
-10.384770305757485,-3.272003846722987
-9.384770305757485,-2.7310304095968445
-8.384770305757485,-2.4149534709289147
-7.384770305757485,-2.1144756745182827
-6.384770305757485,-1.8923276434455747
-5.384770305757485,-1.9696074604849443
-4.384770305757485,-2.3343079645288367
-3.3847703057574847,-3.084856660911209
-2.3847703057574847,-4.296885166069361
-1.3847703057574847,-6.724633402017413
-0.3847703057574847,-9.209540051805414
