x,Pdis
-31.634770305757485,-9.208438564686587
-31.134770305757485,
-30.634770305757485,-7.822144203566696
-30.134770305757485,-5.4707689464032185
-29.634770305757485,-5.27661293196226
-29.134770305757485,-4.380124827384285
-28.634770305757485,-4.108572136862388
-28.134770305757485,-3.9826918909733853
-27.634770305757485,-4.288457638858461
-27.134770305757485,-4.333241241485435
-26.634770305757485,-4.463506436323336
-26.134770305757485,-4.623471086016014
-25.634770305757485,-4.801719317422333
-25.134770305757485,-4.789597956889988
-24.634770305757485,-5.165387296852036
-24.134770305757485,-5.081304179641495
-23.634770305757485,-5.065303838295054
-23.134770305757485,-5.7427026618868595
-22.634770305757485,-5.447238448993024
-22.134770305757485,-5.912601698682257
-21.634770305757485,-5.77445136020144
-21.134770305757485,-6.11739611132827
-20.634770305757485,-5.6530905031971725
-20.134770305757485,-6.030384734338641
-19.634770305757485,-5.912601698682257
-19.134770305757485,-6.163916126963163
-18.634770305757485,-6.212706291132595
-18.134770305757485,-6.263999585520146
-17.634770305757485,-6.163916126963163
-17.134770305757485,-6.072944348757437
-16.634770305757485,-5.841142734700113
-16.134770305757485,-5.570852404960201
-15.634770305757485,-5.624919626230477
-15.134770305757485,-5.379797168197491
-14.634770305757485,-5.4707689464032185
-14.134770305757485,-5.03405129479095
-13.634770305757485,-4.9889308595104795
-13.134770305757485,-4.826411930012705
-12.634770305757485,-4.517090682457443
-12.134770305757485,-4.472240116292091
-11.634770305757485,-4.310598764735675
-11.134770305757485,-4.043652590763072
-10.634770305757485,-3.8757197714212173
-10.134770305757485,-3.5989667695016268
-9.634770305757485,-3.459045578778333
-9.134770305757485,-3.24485922106814
-8.634770305757485,-3.1400129764424762
-8.134770305757485,-2.989838444994857
-7.634770305757485,-2.8822890915314874
-7.134770305757485,-2.6717469670952814
-6.634770305757485,-2.751668909114423
-6.134770305757485,-2.7146847248349
-5.634770305757485,-2.6922454886436222
-5.134770305757485,-2.8081811193777653
-4.634770305757485,-2.9488571006216633
-4.134770305757485,-3.3883556343342245
-3.6347703057574847,-3.7488530505424276
-3.1347703057574847,-4.238625265110586
-2.6347703057574847,-4.904373471482416
-2.1347703057574847,-5.876234054511382
-1.6347703057574847,-6.643489207225049
-1.1347703057574847,-8.515291384126641
-0.6347703057574847,-9.208438564686587
