x,Pdis
-31.834770305757484,-9.208438564686587
-31.734770305757483,
-31.63477030575748,
-31.53477030575748,
-31.43477030575748,
-31.334770305757477,
-31.234770305757475,
-31.134770305757474,
-31.034770305757473,
-30.93477030575747,
-30.83477030575747,-8.515291384126641
-30.73477030575747,
-30.634770305757467,
-30.534770305757466,-8.515291384126641
-30.434770305757464,
-30.334770305757463,
-30.23477030575746,-7.416679095458531
-30.13477030575746,-6.569381235071328
-30.03477030575746,
-29.934770305757457,-6.11739611132827
-29.834770305757456,-6.072944348757437
-29.734770305757454,-6.810543291888216
-29.634770305757453,
-29.53477030575745,-7.12899702300675
-29.43477030575745,-7.011213987350367
-29.33477030575745,-6.11739611132827
-29.234770305757447,-5.876234054511382
-29.134770305757446,-5.711931003220106
-29.034770305757444,-6.435849842446805
-28.934770305757443,-5.950342026665104
-28.83477030575744,-5.31661826657596
-28.73477030575744,-6.37522522063037
-28.63477030575744,-5.841142734700113
-28.534770305757437,-5.337237553778696
-28.434770305757436,-6.163916126963163
-28.334770305757434,-5.165387296852036
-28.234770305757433,-7.011213987350367
-28.13477030575743,-5.201105379454115
-28.03477030575743,-5.711931003220106
-27.93477030575743,-5.7427026618868595
-27.834770305757427,-5.807241183024431
-27.734770305757426,-5.597520652042362
-27.634770305757424,-5.950342026665104
-27.534770305757423,-5.950342026665104
-27.43477030575742,-6.318066806790422
-27.33477030575742,-5.682078040070425
-27.23477030575742,-5.950342026665104
-27.134770305757417,-5.77445136020144
-27.034770305757416,-6.030384734338641
-26.934770305757414,-6.435849842446805
-26.834770305757413,-5.912601698682257
-26.73477030575741,-6.37522522063037
-26.63477030575741,-5.950342026665104
-26.53477030575741,-5.9895627398183855
-26.434770305757407,-6.212706291132595
-26.334770305757406,-6.212706291132595
-26.234770305757404,-6.810543291888216
-26.134770305757403,-6.030384734338641
-26.0347703057574,-6.030384734338641
-25.9347703057574,-6.263999585520146
-25.8347703057574,-6.263999585520146
-25.734770305757397,-6.723531914898587
