x2-x1,corr,error
1.0,4.414901482417804,
2.0,2.9039909061251046,
3.0,2.549981107807761,
4.0,2.1884197481290184,
5.0,1.998314211684154,
6.0,1.8057311921857355,
7.0,1.674061712331639,
8.0,1.5551478730515333,
9.0,1.4746065769232635,
10.0,1.3924224709986766,0.002745738901291023
11.0,1.3423386255517897,0.002967688848695773
12.0,1.2868847218526296,0.002853095222395628
13.0,1.2539822984379587,0.002858212838611067
14.0,1.2164490102230898,0.0028547175456561176
15.0,1.1949572620671396,0.0030135895027261317
16.0,1.1692791329386198,0.003077498502263863
17.0,1.1587510287995553,0.0032649383908125527
18.0,1.1429140465948977,0.0031734656751655735
19.0,1.1398011931227434,0.0034174367925199245
20.0,1.1325299867890062,0.0034926196148751453
