x,Pdis
-28.899863655969487,-6.437751649736401
-27.899863655969487,-6.2659013928097425
-26.899863655969487,-7.418580902748128
-25.899863655969487,-7.600902459542082
-24.899863655969487,-9.210340371976182
-23.899863655969487,
-22.899863655969487,
-21.899863655969487,
-20.899863655969487,
-19.899863655969487,
-18.899863655969487,
-17.899863655969487,
-16.899863655969487,
-15.899863655969487,
-14.899863655969487,
-13.899863655969487,
-12.899863655969487,
-11.899863655969487,-9.210340371976182
-10.899863655969487,-9.210340371976182
-9.899863655969487,
-8.899863655969487,-9.210340371976182
-7.899863655969487,
-6.899863655969487,
-5.899863655969487,-8.111728083308073
-4.899863655969487,-6.812445099177812
-3.8998636559694866,-4.721704002244043
-2.8998636559694866,-1.9044803392921736
-1.8998636559694866,-0.20887089202749115
-0.8998636559694866,-3.7172789286356345
