x2-x1,corr,error
1.0,4.8601366349047606,
2.0,2.8614672244262813,
3.0,2.7531888026266036,
4.0,2.0955151413946864,
5.0,2.0653914418152066,
6.0,1.6643713011569699,
7.0,1.6859386240741703,
8.0,1.4264641121801866,
9.0,1.444862798580847,
10.0,1.0053723776107686,0.016576870250455084
11.0,0.9690451038007862,0.027320797103107666
12.0,0.9048618087676523,0.016924492953593946
13.0,0.8814309770987796,0.027073381208635946
14.0,0.8348066616572237,0.017840698611548134
15.0,0.821271447120723,0.028991031686739353
16.0,0.7858849474971011,0.019698688714300052
