x2-x1,corr,error
1.0,4.462164702272425,
2.0,2.9280256626227006,
3.0,2.570194318780213,
4.0,2.2049644720040917,
5.0,2.0135336545012508,
6.0,1.8191889809382855,
7.0,1.6874767831055375,
8.0,1.5800494927650237,
9.0,1.5008460256235867,
10.0,1.4107223115427696,0.0024925345233398092
11.0,1.3607478888618756,0.0026811306454739637
12.0,1.3054443708778727,0.002541490585830288
13.0,1.271565360737959,0.0027181759711028095
14.0,1.2335109928856813,0.002784480945740372
15.0,1.2119222054994623,0.0030699642825460323
16.0,1.1870758681358071,0.003202432751541004
17.0,1.1763509530201366,0.0034603902528503477
18.0,1.1606977986868001,0.003432852918958343
19.0,1.1582307524529079,0.0037085301062703725
20.0,1.1515420571216013,0.00369331749498498
