x2-x1,corr,error
1.0,4.495933472864577,
2.0,2.95781315776201,
3.0,2.594898297299246,
4.0,2.233539926104208,
5.0,2.0340792304579143,
6.0,1.841689646813079,
7.0,1.7075884386575872,
8.0,1.6035751704857157,
9.0,1.5241760865106244,
10.0,1.4355340243922625,0.0026696894169731603
11.0,1.3849895962601926,0.002763181000160187
12.0,1.3298409641881288,0.0025586725158997514
13.0,1.2954807970710513,0.0026512431504632176
14.0,1.2577920429632863,0.002552541768640444
15.0,1.2362910739142636,0.002572514756864261
16.0,1.2116696185655729,0.0026750179181157727
17.0,1.2007275681246703,0.0028607122320720418
18.0,1.185375548733548,0.00260551691467923
19.0,1.182327576435383,0.002687813342753169
20.0,1.1757144072297687,0.0025395018623083697
