x2-x1,corr,error
1.0,4.942385330329453,
2.0,3.1480281575822557,
3.0,2.9941512880509853,
4.0,2.4302992263270466,
5.0,2.351266170631785,
6.0,2.007570499202894,
7.0,1.9720016929189903,
8.0,1.751814272182985,
9.0,1.744973381515691,
10.0,1.2294146149922907,0.010307287420579065
11.0,1.1735179903854145,0.012280993589171623
12.0,1.1089146201797193,0.010342275878227107
13.0,1.0670178200753244,0.011979409004735608
14.0,1.0176962118056323,0.010540956536102979
15.0,0.9847627623411899,0.012113017613334717
16.0,0.9458876533722997,0.010655237164145237
17.0,0.9204537871085601,0.012288230036329503
18.0,0.8890333894116303,0.010688405268490042
19.0,0.8689320357970343,0.012527474055724587
20.0,0.8429312058757307,0.011142811982065575
21.0,0.8266547723395542,0.01271847963399934
22.0,0.8051238238389515,0.011158766004778574
23.0,0.7915499882237594,0.012828057213208349
24.0,0.7733512101146381,0.011194293717672145
25.0,0.7629999257498472,0.012993854106712742
26.0,0.7478441073328191,0.011574870292284566
27.0,0.7392851088774961,0.013360814996084295
28.0,0.7269404618097614,0.011695810049009695
29.0,0.7209906881438422,0.013848809623379739
30.0,0.7101732180264607,0.01216736367862863
31.0,0.7055912460604803,0.0142506637005424
32.0,0.6963724667635488,0.012419199623521495
