x,Pdis
-28.839038032203486,-8.517193191416238
-28.739038032203485,
-28.639038032203484,
-28.539038032203482,
-28.43903803220348,-9.210340371976182
-28.33903803220348,-8.517193191416238
-28.239038032203478,
-28.139038032203477,
-28.039038032203475,
-27.939038032203474,-8.111728083308073
-27.839038032203472,
-27.73903803220347,-9.210340371976182
-27.63903803220347,
-27.539038032203468,-8.517193191416238
-27.439038032203467,-9.210340371976182
-27.339038032203465,-9.210340371976182
-27.239038032203464,-9.210340371976182
-27.139038032203462,
-27.03903803220346,
-26.93903803220346,
-26.839038032203458,
-26.739038032203457,
-26.639038032203455,
-26.539038032203454,
-26.439038032203452,
-26.33903803220345,
-26.23903803220345,
-26.139038032203448,
-26.039038032203447,
-25.939038032203445,
-25.839038032203444,
-25.739038032203442,
-25.63903803220344,
-25.53903803220344,
-25.439038032203438,
-25.339038032203437,
-25.239038032203435,
-25.139038032203434,
-25.039038032203432,
-24.93903803220343,
-24.83903803220343,
-24.73903803220343,
-24.639038032203427,
-24.539038032203425,
-24.439038032203424,-9.210340371976182
-24.339038032203423,
-24.23903803220342,
-24.13903803220342,
-24.03903803220342,
-23.939038032203417,
-23.839038032203415,
-23.739038032203414,
-23.639038032203413,
-23.53903803220341,
-23.43903803220341,
-23.33903803220341,
-23.239038032203407,
-23.139038032203405,
-23.039038032203404,
-22.939038032203403,
-22.8390380322034,
-22.7390380322034,
-22.6390380322034,
-22.539038032203397,
-22.439038032203396,
-22.339038032203394,
-22.239038032203393,
-22.13903803220339,
-22.03903803220339,
-21.93903803220339,
-21.839038032203387,
-21.739038032203386,
-21.639038032203384,
-21.539038032203383,
-21.43903803220338,
-21.33903803220338,
-21.23903803220338,
-21.139038032203377,
-21.039038032203376,
-20.939038032203374,
-20.839038032203373,
-20.73903803220337,
-20.63903803220337,
-20.53903803220337,
-20.439038032203367,
-20.339038032203366,
-20.239038032203364,
-20.139038032203363,
-20.03903803220336,
-19.93903803220336,
-19.83903803220336,
-19.739038032203357,
-19.639038032203356,
-19.539038032203354,
-19.439038032203353,
-19.33903803220335,
-19.23903803220335,
-19.13903803220335,
-19.039038032203347,
-18.939038032203346,
-18.839038032203344,
-18.739038032203343,
-18.63903803220334,
-18.53903803220334,
-18.43903803220334,
-18.339038032203337,
-18.239038032203336,
-18.139038032203334,
-18.039038032203333,
-17.93903803220333,
-17.83903803220333,
-17.73903803220333,
-17.639038032203327,
-17.539038032203326,
-17.439038032203324,
-17.339038032203323,
-17.23903803220332,
-17.13903803220332,
-17.03903803220332,
-16.939038032203317,
-16.839038032203316,
-16.739038032203315,
-16.639038032203313,
-16.53903803220331,
-16.43903803220331,
-16.33903803220331,
-16.239038032203307,
-16.139038032203306,
-16.039038032203305,
-15.939038032203303,
-15.839038032203302,
-15.7390380322033,
-15.639038032203299,
-15.539038032203297,
-15.439038032203296,
-15.339038032203295,
-15.239038032203293,
-15.139038032203292,
-15.03903803220329,
-14.939038032203289,
-14.839038032203288,
-14.739038032203286,
-14.639038032203285,
-14.539038032203283,
-14.439038032203282,
-14.33903803220328,
-14.239038032203279,
-14.139038032203278,
-14.039038032203276,
-13.939038032203275,
-13.839038032203273,
-13.739038032203272,
-13.63903803220327,
-13.539038032203269,
-13.439038032203268,
-13.339038032203266,
-13.239038032203265,
-13.139038032203263,
-13.039038032203262,
-12.93903803220326,
-12.83903803220326,
-12.739038032203258,
-12.639038032203256,
-12.539038032203255,
-12.439038032203253,
-12.339038032203252,
-12.23903803220325,
-12.13903803220325,
-12.039038032203248,
-11.939038032203246,
-11.839038032203245,
-11.739038032203243,
-11.639038032203242,
-11.53903803220324,
-11.43903803220324,
-11.339038032203238,
-11.239038032203236,
-11.139038032203235,
-11.039038032203234,
-10.939038032203232,
-10.83903803220323,
-10.73903803220323,
-10.639038032203228,
-10.539038032203226,
-10.439038032203225,
-10.339038032203224,
-10.239038032203222,
-10.13903803220322,
-10.03903803220322,
-9.939038032203218,
-9.839038032203216,
-9.739038032203215,
-9.639038032203214,
-9.539038032203212,
-9.43903803220321,
-9.33903803220321,
-9.239038032203208,
-9.139038032203207,
-9.039038032203205,
-8.939038032203204,
-8.839038032203202,
-8.7390380322032,
-8.6390380322032,
-8.539038032203198,
-8.439038032203197,
-8.339038032203195,
-8.239038032203194,
-8.139038032203192,
-8.039038032203191,
-7.9390380322031895,
-7.839038032203188,
-7.739038032203187,
-7.639038032203185,
-7.539038032203184,
-7.439038032203182,
-7.339038032203181,
-7.2390380322031795,
-7.139038032203178,
-7.039038032203177,
-6.939038032203175,-9.210340371976182
-6.839038032203174,
-6.739038032203172,
-6.639038032203171,
-6.53903803220317,
-6.439038032203168,
-6.339038032203167,-9.210340371976182
-6.239038032203165,
-6.139038032203164,
-6.0390380322031625,
-5.939038032203161,
-5.83903803220316,
-5.739038032203158,
-5.639038032203157,
-5.539038032203155,
-5.439038032203154,
-5.3390380322031525,
-5.239038032203151,
-5.13903803220315,
-5.039038032203148,
-4.939038032203147,
-4.839038032203145,
