x,Pdis
-29.349863655969486,-9.210340371976182
-29.249863655969484,
-29.149863655969483,
-29.04986365596948,
-28.94986365596948,
-28.84986365596948,-9.210340371976182
-28.749863655969477,-9.210340371976182
-28.649863655969476,
-28.549863655969475,
-28.449863655969473,
-28.34986365596947,-9.210340371976182
-28.24986365596947,
-28.14986365596947,-9.210340371976182
-28.049863655969467,-9.210340371976182
-27.949863655969466,-8.517193191416238
-27.849863655969465,-9.210340371976182
-27.749863655969463,-8.111728083308073
-27.64986365596946,
-27.54986365596946,
-27.44986365596946,-8.517193191416238
-27.349863655969457,-8.517193191416238
-27.249863655969456,-8.111728083308073
-27.149863655969455,-8.517193191416238
-27.049863655969453,
-26.94986365596945,-8.517193191416238
-26.84986365596945,
-26.74986365596945,-8.517193191416238
-26.649863655969448,-9.210340371976182
-26.549863655969446,
-26.449863655969445,
-26.349863655969443,-8.517193191416238
-26.249863655969442,
-26.14986365596944,
-26.04986365596944,
-25.949863655969438,
-25.849863655969436,
-25.749863655969435,
-25.649863655969433,
-25.549863655969432,
-25.44986365596943,-9.210340371976182
-25.34986365596943,
-25.249863655969428,
-25.149863655969426,
-25.049863655969425,
-24.949863655969423,
-24.849863655969422,
-24.74986365596942,
-24.64986365596942,
-24.549863655969418,
-24.449863655969416,
-24.349863655969415,
-24.249863655969413,
-24.149863655969412,
-24.04986365596941,
-23.94986365596941,
-23.849863655969408,
-23.749863655969406,
-23.649863655969405,
-23.549863655969403,
-23.449863655969402,
-23.3498636559694,
-23.2498636559694,
-23.149863655969398,
-23.049863655969396,
-22.949863655969395,
-22.849863655969394,
-22.749863655969392,
-22.64986365596939,
-22.54986365596939,
-22.449863655969388,
-22.349863655969386,
-22.249863655969385,
-22.149863655969384,
-22.049863655969382,
-21.94986365596938,
-21.84986365596938,
-21.749863655969378,
-21.649863655969376,
-21.549863655969375,
-21.449863655969374,
-21.349863655969372,
-21.24986365596937,
-21.14986365596937,
-21.049863655969368,
-20.949863655969367,
-20.849863655969365,
-20.749863655969364,
-20.649863655969362,
-20.54986365596936,
-20.44986365596936,
-20.349863655969358,
-20.249863655969357,
-20.149863655969355,
-20.049863655969354,
-19.949863655969352,
-19.84986365596935,
-19.74986365596935,
-19.649863655969348,
-19.549863655969347,
-19.449863655969345,
-19.349863655969344,
-19.249863655969342,
-19.14986365596934,
-19.04986365596934,
-18.949863655969338,
-18.849863655969337,
-18.749863655969335,
-18.649863655969334,
-18.549863655969332,
-18.44986365596933,
-18.34986365596933,
-18.249863655969328,
-18.149863655969327,
-18.049863655969325,
-17.949863655969324,
-17.849863655969322,
-17.74986365596932,
-17.64986365596932,
-17.549863655969318,
-17.449863655969317,
-17.349863655969315,
-17.249863655969314,
-17.149863655969313,
-17.04986365596931,
-16.94986365596931,
-16.84986365596931,
-16.749863655969307,
-16.649863655969305,
-16.549863655969304,
-16.449863655969303,
-16.3498636559693,
-16.2498636559693,
-16.1498636559693,
-16.049863655969297,
-15.949863655969295,
-15.849863655969294,
-15.749863655969293,
-15.649863655969291,
-15.54986365596929,
-15.449863655969288,
-15.349863655969287,
-15.249863655969286,
-15.149863655969284,
-15.049863655969283,
-14.949863655969281,
-14.84986365596928,
-14.749863655969278,
-14.649863655969277,
-14.549863655969276,
-14.449863655969274,
-14.349863655969273,
