x2-x1,corr,error
1.0,4.428093855653911,
2.0,2.926764683962252,
3.0,2.5690944686535606,
4.0,2.217853001985283,
5.0,2.0241782358836167,
6.0,1.8290923349583765,
7.0,1.6921207906849896,
8.0,1.58128501935932,
9.0,1.508252404205502,
10.0,1.4143330797302118,0.002456200636138117
11.0,1.3632053281390053,0.0024348436246507885
12.0,1.3072383940394567,0.0020098660150053393
13.0,1.2732076206284813,0.002100991275409551
14.0,1.2350641347250753,0.0022554905937458933
15.0,1.213437184742724,0.002611269559851935
16.0,1.1879599683197344,0.0027454361824412682
17.0,1.1769514420500222,0.002702499448724648
18.0,1.1618740515364592,0.0023489442989774725
19.0,1.1593644197847013,0.0026645220203436793
20.0,1.1524790751611782,0.0027711152172061925
