x2-x1,corr,error
1.0,5.040139052284065,
2.0,3.4561349102236174,
3.0,3.246289860915128,
4.0,2.7573895008607425,
5.0,2.6519776839420603,
6.0,2.380564940921288,
7.0,2.3287185204308254,
8.0,2.1441163154384535,
9.0,2.122703307180392,
10.0,1.6236689656217203,0.02580267172121319
11.0,1.5754743443965757,0.031140291078475373
12.0,1.5211965181029397,0.027566474333236914
13.0,1.4910602392149455,0.032918790460356034
14.0,1.45570676789822,0.030017067683716155
15.0,1.4393698770801895,0.03636501109199169
16.0,1.416353940932581,0.03257870046746475
