x2-x1,corr,error
1.0,1.578880406038158,
2.0,0.7135334013070072,
3.0,0.6854206755792172,
4.0,0.4442206367434532,
5.0,0.466734821363127,
6.0,0.3216813994418355,
7.0,0.3234144597420064,
8.0,0.2502969942555035,
9.0,0.26167729407807927,
10.0,0.15679544588674615,0.004245790051745619
11.0,0.15135246045591647,0.007707494488610177
12.0,0.13629709889082253,0.004229704622249515
13.0,0.1338296410682027,0.007565772787440977
14.0,0.12323098023033996,0.00429810704598031
15.0,0.12364387763680652,0.007826027748838383
16.0,0.11573907325245544,0.0044581736292976315
