x2-x1,corr,error
1.0,1.5775802508270995,
2.0,0.7135645174197967,
3.0,0.6814553441185518,
4.0,0.44109529182052215,
5.0,0.4612392217042376,
6.0,0.31679052252218487,
7.0,0.3164529122479102,
8.0,0.2446093276607511,
9.0,0.2520166739912752,
10.0,0.14132833531286584,0.0029822260892946512
11.0,0.13311485686866625,0.004500011546549425
12.0,0.11794628424528157,0.0027810566579488153
13.0,0.11249050821125244,0.004132915342408002
14.0,0.1019950613573337,0.002655590600981321
15.0,0.09882532884533983,0.004051428891283689
16.0,0.09081663400342532,0.0025308021833218234
17.0,0.0890769346505353,0.0038254917332265015
18.0,0.08290566547258243,0.0024242370647343534
19.0,0.082229235602655,0.003831491895549848
20.0,0.07727348632116803,0.002330528693037508
21.0,0.07735687086117903,0.003824113888149485
22.0,0.07341020603544374,0.0023336816695673003
23.0,0.07393692676935168,0.003887299060124582
24.0,0.07048755697816841,0.002282933400858062
