x2-x1,corr,error
1.0,4.4540134584982445,
2.0,2.911549950850163,
3.0,2.5583683593002373,
4.0,2.1909979038121605,
5.0,2.0029745458198773,
6.0,1.803213349209128,
7.0,1.6678636302648266,
8.0,1.5520635923717037,
9.0,1.4753691392828268,
10.0,1.394591703040721,0.002678087367645202
11.0,1.3451952555551996,0.0028501114425103793
12.0,1.2904301275593484,0.0027850389192378274
13.0,1.2570112559435944,0.0029693013600580022
14.0,1.2195118539381231,0.0030687055285927934
15.0,1.1981692629683947,0.0034701968458889995
16.0,1.1729764580741218,0.0035356402087806924
17.0,1.1625530431749684,0.003708255771164872
18.0,1.147092060861197,0.0036680561683235893
19.0,1.1446375467690655,0.0037998700187654283
20.0,1.137439330147276,0.0038629916605148907
