x2-x1,corr,error
1.0,5.266866858582862,
2.0,3.7374686732444817,
3.0,3.5110905342059904,
4.0,2.9758587879953313,
5.0,2.883849570284236,
6.0,2.1039401193031617,
7.0,1.827797607003279,
8.0,1.999110381571975,
9.0,1.9629002258362032,
10.0,1.6258323052501733,0.022189033136302487
11.0,1.5502751413262996,0.026395724571446615
12.0,1.4758983046750236,0.027089306064724383
13.0,1.413001886787174,0.022912692928663995
14.0,1.357652135734697,0.0185756244842279
15.0,1.3154447772556221,0.02033228249936906
16.0,1.2714513258183848,0.019657170218409774
17.0,1.2371745146052606,0.022844261327927398
18.0,1.201901528122383,0.02372297767112338
19.0,1.1715640293099492,0.021686070105565048
20.0,1.1454058405499195,0.019136866617903328
21.0,1.1265324436153086,0.020983093399486574
22.0,1.1043631134239924,0.020734259377182856
23.0,1.086988259206433,0.023299952091283074
24.0,1.0680117244005416,0.023837843020479893
25.0,1.0526186967585027,0.02261886470510998
26.0,1.0410145559363766,0.02131279958721065
27.0,1.0346412660379094,0.02340487305172547
28.0,1.0243939168233234,0.023453944577707705
29.0,1.0167083953305993,0.02570079291937915
30.0,1.007188206945414,0.025837344685522047
31.0,1.0014789968047304,0.02496268819891728
32.0,1.000177284818639,0.02457299927597012
