index,x2-x1,corr
0,47,-1.583622904708265
1,47,1.1071294464169184
2,47,1.1145772913347107
3,47,9.875068188847493
4,47,1.7926742254574852
5,47,1.3039730708093986
6,47,1.0347958443993621
7,47,8.94576420791895
8,47,0.01141146163874912
9,47,8.195664991833608
10,47,6.950197080043085
11,47,0.995172237399908
12,47,9.561440206881072
13,47,10.365549826853554
14,47,2.479579048956217
15,47,9.64271579666801
16,47,26.45445867478022
17,47,2.256741978229097
18,47,10.323659096362693
19,47,14.075919812256311
20,47,7.40348110228402
21,47,4.585248795494229
22,47,5.74820603733628
23,47,3.6997343224345083
24,47,2.757842554312452
25,47,4.340497190076074
26,47,-1.130140824866967
28,47,5.944148732095684
29,47,0.7928981770021434
30,47,-1.4895366362087687
31,47,2.4009308416411606
32,47,4.730755926045032
33,47,16.711379340249998
34,47,16.964039599864993
35,47,-1.7679432464524023
37,47,9.511268935909882
38,47,-0.667956377514676
40,47,-0.9861576869760114
41,47,20.58077711840068
42,47,6.923486533118499
43,47,8.558477837161735
44,47,11.431560860545025
45,47,2.430012207319743
46,47,0.06853305503950399
47,47,3.293783065805805
48,47,24.96466707395444
50,47,27.221965513334712
51,47,9.476998795104999
52,47,2.4225421513037095
53,47,10.951955261029344
54,47,0.35868124160716436
55,47,18.372751967221696
57,47,1.6455147431565598
58,47,6.178047604460796
59,47,2.287564314372674
60,47,5.0033580218885065
61,47,8.664687030236173
62,47,17.16130226633792
63,47,1.3598073456744417
64,47,12.924739941835426
65,47,0.17874666006827394
66,47,5.606389877405211
67,47,-1.6929403029371846
69,47,6.893691574896009
71,47,-0.5116794205115877
72,47,7.094112395556759
73,47,11.827283693411658
74,47,-0.22975756116694368
77,47,4.473392842056824
78,47,25.84421132298887
80,47,26.840552313841236
81,47,14.087804594890045
82,47,20.776248643058647
83,47,-1.2187319237790621
85,47,0.8348277831341289
86,47,0.22745783178384626
87,47,4.199803076173935
88,47,3.4016100675882
89,47,19.088917181551945
90,47,1.875302223876812
91,47,11.048811854724567
92,47,5.486042717144014
93,47,6.954142490086722
94,47,0.5408413457842642
95,47,11.612488512219313
96,47,12.012826036875556
98,47,5.5239224578650195
99,47,13.558553812305892
