x2-x1,corr,error
1.0,1.5219453458816357,
2.0,0.6212223454614144,
3.0,0.6296020401237288,
4.0,0.3675448859646899,
5.0,0.4054109190842247,
6.0,0.2458577547649504,
7.0,0.2554196656052682,
8.0,0.1811450434309074,
9.0,0.1940264530649975,
10.0,0.09927211272026185,0.0021566275010829724
11.0,0.09570788665035834,0.003907057689445942
12.0,0.08123669757036368,0.002002597870753156
13.0,0.07894577177918934,0.0034996990761555634
14.0,0.0688569512184523,0.0018559469855580902
15.0,0.06801849486091006,0.0034014182630833596
16.0,0.06010736601223278,0.001701350593315031
17.0,0.060643752472702754,0.003235720934290139
18.0,0.054264856186563765,0.0016679221939068511
19.0,0.05531149176326126,0.0032010610625521564
20.0,0.04987188561547668,0.0016283211733469462
21.0,0.05111403831083154,0.0032475422755720088
22.0,0.046274706431514066,0.0016200409778457084
23.0,0.04767806293208973,0.003313450917588244
24.0,0.04326737003074275,0.0016526082140703967
