x2-x1,corr,error
1.0,4.416092011131977,
2.0,2.8733589661772494,
3.0,2.527064239539182,
4.0,2.1457175209650603,
5.0,1.9534655299899228,
6.0,1.7541836127433434,
7.0,1.6204364658859773,
8.0,1.5082177343450103,
9.0,1.425953963669274,
10.0,1.3363721626910527,0.0021460184713729324
11.0,1.2784979689211486,0.0020189907384129367
12.0,1.2153329207142543,0.0018647311217113779
13.0,1.1723990961801865,0.00190137852005199
14.0,1.1258332944460319,0.001851231844644684
15.0,1.0935485895475172,0.0018328463917124905
16.0,1.0580950700031009,0.0018226405604303303
17.0,1.03421267797044,0.0018031944594897853
18.0,1.0070339490676878,0.0016740828803260498
19.0,0.9889455510817757,0.0017294804267679624
20.0,0.9681514150074926,0.0017227859055162543
21.0,0.9551248861329689,0.0015266967280567632
22.0,0.9400307732142812,0.0012119585508380513
23.0,0.931544200045588,0.001144590459348373
24.0,0.9206606834246134,0.0010816804723549115
25.0,0.9161466903728097,0.0011573985225866831
26.0,0.9098203624712226,0.001400969707465324
27.0,0.9093448101515033,0.0016188652097686635
28.0,0.906840689245726,0.0016884194486670708
