x2-x1,corr,error
1.0,4.447633024345861,
2.0,2.903019112251737,
3.0,2.5476553431981026,
4.0,2.1817196370459815,
5.0,1.9850415235249808,
6.0,1.7984247182471302,
7.0,1.6643754423270347,
8.0,1.5479743615432386,
9.0,1.4698964983694283,
10.0,1.3674804126394642,0.002068798448748836
11.0,1.3080394905324693,0.002012218654431442
12.0,1.2446031110972458,0.0019317448663381126
13.0,1.2004963474525379,0.0019353633877667261
14.0,1.1533052414722431,0.0018347375024142425
15.0,1.1199028689217347,0.0019530946730301655
16.0,1.084078746170516,0.0019969867038986617
17.0,1.0600206619077719,0.0017644755863398772
18.0,1.0327734586514783,0.0015117577677583834
19.0,1.0142203429008745,0.0015330449623571574
20.0,0.9933073873249286,0.0014867151063975188
21.0,0.9798227798559597,0.0013571101443504059
22.0,0.9644679176370713,0.0012405596198559144
23.0,0.9558326427944199,0.0011405308445493838
24.0,0.9449195400208406,0.0009082677981450576
25.0,0.94017486625456,0.000914431466875999
26.0,0.9337480603520922,0.0012047113239833194
27.0,0.9330710370102607,0.0015260003604548344
28.0,0.930882819260914,0.0015172516271224168
